,,APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,fluctuation
4,11330,KADA ASHTI,MAIZE,2015,MAY,2,1200,1261,1261,2015-05,BEED,MAHARASHTRA,61
4,11492,KILLE DHARUR,MAIZE,2015,NOVEMBER,45,1419,1480,1463,2015-11,BEED,MAHARASHTRA,61
4,13616,MALKAPUR,MAIZE,2015,JULY,147,1239,1300,1268,2015-07,BULDHANA,MAHARASHTRA,61
4,24453,AHMEDPUR,MAIZE,2015,DECEMBER,35,1406,1467,1467,2015-12,LATUR,MAHARASHTRA,61
4,34423,MANMAD,MAIZE,2015,FEBRUARY,21711,1194,1255,1232,2015-02,NASIK,MAHARASHTRA,61
4,37344,UMARGA,MAIZE,2015,DECEMBER,29,1420,1481,1420,2015-12,OSMANABAD,MAHARASHTRA,61
4,37372,KALAMB OS,MAIZE,2015,FEBRUARY,305,1095,1156,1138,2015-02,OSMANABAD,MAHARASHTRA,61
4,40397,INDAPUR NIMGAON KETKI,MAIZE,2015,AUGUST,236,1461,1522,1516,2015-08,PUNE,MAHARASHTRA,61
4,52909,MANGALWEDHA,MAIZE,2015,JUNE,254,1278,1339,1323,2015-06,SOLAPUR,MAHARASHTRA,61
5,21824,JALNA,MUSTARD,2015,JULY,7,3450,3511,3511,2015-07,JALNA,MAHARASHTRA,61
7,29208,BHIWAPUR,PADDYUNHUSKED,2015,JUNE,2100,1754,1815,1788,2015-06,NAGPUR,MAHARASHTRA,61
7,51067,BARSHI,PADDYUNHUSKED,2015,AUGUST,365,1362,1423,1403,2015-08,SOLAPUR,MAHARASHTRA,61
7,51396,BARSHI,PADDYUNHUSKED,2015,DECEMBER,198,1524,1585,1551,2015-12,SOLAPUR,MAHARASHTRA,61
12,5164,TELHARA,SORGUMJAWAR,2015,MAY,515,1054,1115,1075,2015-05,AKOLA,MAHARASHTRA,61
12,19498,BHUSAVAL,SORGUMJAWAR,2015,JANUARY,1119,1360,1421,1382,2015-01,JALGAON,MAHARASHTRA,61
12,25222,JALKOT,SORGUMJAWAR,2015,NOVEMBER,1124,1384,1445,1423,2015-11,LATUR,MAHARASHTRA,61
12,32279,LOHA,SORGUMJAWAR,2015,NOVEMBER,125,1500,1561,1530,2015-11,NANDED,MAHARASHTRA,61
12,37254,MURUM,SORGUMJAWAR,2015,DECEMBER,22,2291,2352,2322,2015-12,OSMANABAD,MAHARASHTRA,61
17,94,NEWASA,WHEATHUSKED,2015,APRIL,575,1450,1511,1481,2015-04,AHMADNAGAR,MAHARASHTRA,61
17,21780,BHOKARDANPIMPALGAON RENU,WHEATHUSKED,2015,JULY,270,1414,1475,1438,2015-07,JALNA,MAHARASHTRA,61
17,22190,BHOKARDAN,WHEATHUSKED,2015,NOVEMBER,687,1525,1586,1556,2015-11,JALNA,MAHARASHTRA,61
17,30990,RAMTEK,WHEATHUSKED,2015,OCTOBER,262,1438,1499,1849,2015-10,NAGPUR,MAHARASHTRA,61
7,16102,GONDPIMPRI,PADDYUNHUSKED,2014,OCTOBER,350,2039,2100,2088,2014-10,CHANDRAPUR,MAHARASHTRA,61
17,3730,RAHURI,WHEATHUSKED,2014,OCTOBER,303,1455,1516,1485,2014-10,AHMADNAGAR,MAHARASHTRA,61
17,44572,SHIRUR,WHEATHUSKED,2014,NOVEMBER,200,1424,1485,1460,2014-11,PUNE,MAHARASHTRA,61
0,2706,SHRIRAMPUR,BAJRI,2016,MARCH,34,1653,1713,1680,2016-03,AHMADNAGAR,MAHARASHTRA,60
0,21970,BHOKARDAN,BAJRI,2016,MARCH,47,1216,1276,1240,2016-03,JALNA,MAHARASHTRA,60
0,22486,BHOKARDAN,BAJRI,2016,SEPTEMBER,77,1413,1473,1444,2016-09,JALNA,MAHARASHTRA,60
0,38058,MURUM,BAJRI,2016,MAY,13,1662,1722,1692,2016-05,OSMANABAD,MAHARASHTRA,60
0,41799,INDAPUR,BAJRI,2016,JANUARY,10,1611,1671,1671,2016-01,PUNE,MAHARASHTRA,60
2,28524,SAVNER,COTTON,2016,FEBRUARY,6240,4366,4426,4399,2016-02,NAGPUR,MAHARASHTRA,60
4,8084,SOYGAON,MAIZE,2016,APRIL,282,1300,1360,1330,2016-04,AURANGABAD,MAHARASHTRA,60
4,14611,KHAMGAON,MAIZE,2016,OCTOBER,73,1235,1295,1270,2016-10,BULDHANA,MAHARASHTRA,60
4,32965,NANDURBAR,MAIZE,2016,JULY,21,1631,1691,1691,2016-07,NANDURBAR,MAHARASHTRA,60
4,33881,MANMAD,MAIZE,2016,AUGUST,43,1682,1742,1694,2016-08,NASIK,MAHARASHTRA,60
4,34009,YEOLA,MAIZE,2016,AUGUST,24,1627,1687,1673,2016-08,NASIK,MAHARASHTRA,60
7,15436,BRAHMPURI,PADDYUNHUSKED,2016,JANUARY,4000,1874,1934,1908,2016-01,CHANDRAPUR,MAHARASHTRA,60
7,28813,RAMTEK,PADDYUNHUSKED,2016,JANUARY,13139,1768,1828,1794,2016-01,NAGPUR,MAHARASHTRA,60
7,51748,BARSHI,PADDYUNHUSKED,2016,FEBRUARY,202,1559,1619,1601,2016-02,SOLAPUR,MAHARASHTRA,60
10,25160,UDGIR,SAFFLOWER,2016,MAY,45,2771,2831,2831,2016-05,LATUR,MAHARASHTRA,60
12,9800,KANNAD,SORGUMJAWAR,2016,OCTOBER,14,1534,1594,1570,2016-10,AURANGABAD,MAHARASHTRA,60
12,22507,BHOKARDANPIMPALGAON RENU,SORGUMJAWAR,2016,SEPTEMBER,61,1560,1620,1596,2016-09,JALNA,MAHARASHTRA,60
12,24426,NILANGA,SORGUMJAWAR,2016,AUGUST,156,1450,1510,1490,2016-08,LATUR,MAHARASHTRA,60
12,38928,PARBHANI,SORGUMJAWAR,2016,FEBRUARY,40,1590,1650,1598,2016-02,PARBHANI,MAHARASHTRA,60
17,10655,KEJ,WHEATHUSKED,2016,FEBRUARY,9,2061,2121,2061,2016-02,BEED,MAHARASHTRA,60
17,19363,JALGAON,WHEATHUSKED,2016,FEBRUARY,40,1470,1530,1530,2016-02,JALGAON,MAHARASHTRA,60
17,25566,LATURMURUD,WHEATHUSKED,2016,SEPTEMBER,512,1760,1820,1780,2016-09,LATUR,MAHARASHTRA,60
17,31865,BHOKAR,WHEATHUSKED,2016,JANUARY,53,1483,1543,1513,2016-01,NANDED,MAHARASHTRA,60
0,20715,JALGAON,BAJRI,2015,OCTOBER,1183,1346,1406,1372,2015-10,JALGAON,MAHARASHTRA,60
0,24449,AHMEDPUR,BAJRI,2015,DECEMBER,61,1279,1339,1339,2015-12,LATUR,MAHARASHTRA,60
0,39060,SAILU,BAJRI,2015,JANUARY,17,1490,1550,1492,2015-01,PARBHANI,MAHARASHTRA,60
2,933,SHEVGAON,COTTON,2015,DECEMBER,1496,4200,4260,4260,2015-12,AHMADNAGAR,MAHARASHTRA,60
2,9630,SOYGAON,COTTON,2015,NOVEMBER,1256,4070,4130,4100,2015-11,AURANGABAD,MAHARASHTRA,60
2,14599,KHAMGAON,COTTON,2015,OCTOBER,4860,4250,4310,4287,2015-10,BULDHANA,MAHARASHTRA,60
2,15528,VARORA,COTTON,2015,JANUARY,4500,3900,3960,3930,2015-01,CHANDRAPUR,MAHARASHTRA,60
2,30637,KALMESHWAR,COTTON,2015,OCTOBER,4434,4239,4299,4276,2015-10,NAGPUR,MAHARASHTRA,60
2,57008,SINDI,COTTON,2015,FEBRUARY,6781,3879,3939,3900,2015-02,WARDHA,MAHARASHTRA,60
2,58787,DARWHA,COTTON,2015,JANUARY,4474,3940,4000,3985,2015-01,YEWATMAL,MAHARASHTRA,60
4,124,RAHATA,MAIZE,2015,APRIL,366,1266,1326,1283,2015-04,AHMADNAGAR,MAHARASHTRA,60
4,10749,GEVRAI,MAIZE,2015,JANUARY,374,1143,1203,1197,2015-01,BEED,MAHARASHTRA,60
4,12519,BULDHANA,MAIZE,2015,APRIL,175,1118,1178,1146,2015-04,BULDHANA,MAHARASHTRA,60
4,35909,CHANDVAD,MAIZE,2015,NOVEMBER,646,1476,1536,1505,2015-11,NASIK,MAHARASHTRA,60
4,40585,PUNE,MAIZE,2015,AUGUST,713,1605,1665,1643,2015-08,PUNE,MAHARASHTRA,60
4,47029,TASGAON,MAIZE,2015,APRIL,150,1310,1370,1340,2015-04,SANGLI,MAHARASHTRA,60
4,49013,VADUJ,MAIZE,2015,JANUARY,940,1214,1274,1243,2015-01,SATARA,MAHARASHTRA,60
4,50013,VADUJ,MAIZE,2015,NOVEMBER,2750,1425,1485,1508,2015-11,SATARA,MAHARASHTRA,60
4,51893,MANGALWEDHA,MAIZE,2015,FEBRUARY,432,1156,1216,1201,2015-02,SOLAPUR,MAHARASHTRA,60
4,53164,BARSHIVAIRAG,MAIZE,2015,MARCH,473,1213,1273,1260,2015-03,SOLAPUR,MAHARASHTRA,60
4,54624,BARSHI,MAIZE,2015,SEPTEMBER,92,1547,1607,1575,2015-09,SOLAPUR,MAHARASHTRA,60
7,15321,BRAHMPURI,PADDYUNHUSKED,2015,FEBRUARY,1121,1900,1960,1930,2015-02,CHANDRAPUR,MAHARASHTRA,60
7,17964,GOREGAON,PADDYUNHUSKED,2015,OCTOBER,801,1350,1410,1380,2015-10,GONDIYA,MAHARASHTRA,60
7,55518,MURBAD,PADDYUNHUSKED,2015,FEBRUARY,15,1850,1910,1730,2015-02,THANE,MAHARASHTRA,60
10,38612,UMARGA,SAFFLOWER,2015,SEPTEMBER,4,2524,2584,2524,2015-09,OSMANABAD,MAHARASHTRA,60
12,32677,AKKALKUWA,SORGUMJAWAR,2015,DECEMBER,286,1350,1410,1377,2015-12,NANDURBAR,MAHARASHTRA,60
16,20301,CHOPDA,SUNFLOWER,2015,MAY,47,2460,2520,2520,2015-05,JALGAON,MAHARASHTRA,60
16,37078,UMARGA,SUNFLOWER,2015,APRIL,40,3134,3194,3181,2015-04,OSMANABAD,MAHARASHTRA,60
17,7925,VARUDRAJURA BAZAR,WHEATHUSKED,2015,SEPTEMBER,66,1422,1482,1449,2015-09,AMARAVATHI,MAHARASHTRA,60
17,31667,BHOKAR,WHEATHUSKED,2015,DECEMBER,132,1395,1455,1421,2015-12,NANDED,MAHARASHTRA,60
17,57010,SINDI,WHEATHUSKED,2015,FEBRUARY,16,1250,1310,1300,2015-02,WARDHA,MAHARASHTRA,60
2,4663,TELHARA,COTTON,2014,DECEMBER,19926,3988,4048,4017,2014-12,AKOLA,MAHARASHTRA,60
4,5854,ACHALPUR,MAIZE,2014,DECEMBER,140,1310,1370,1342,2014-12,AMARAVATHI,MAHARASHTRA,60
4,51575,MOHOL,MAIZE,2014,DECEMBER,1132,1109,1169,1146,2014-12,SOLAPUR,MAHARASHTRA,60
4,54337,MANGALWEDHA,MAIZE,2014,OCTOBER,112,1225,1285,1285,2014-10,SOLAPUR,MAHARASHTRA,60
7,47210,SHIRALA,PADDYUNHUSKED,2014,DECEMBER,250,1360,1420,1390,2014-12,SANGLI,MAHARASHTRA,60
12,14781,SHEGAON,SORGUMJAWAR,2014,OCTOBER,400,1003,1063,1038,2014-10,BULDHANA,MAHARASHTRA,60
12,20932,BHUSAVAL,SORGUMJAWAR,2014,SEPTEMBER,103,1088,1148,1127,2014-09,JALGAON,MAHARASHTRA,60
2,7066,AMARAWATI,COTTON,2016,MAY,4934,5019,5078,5048,2016-05,AMARAVATHI,MAHARASHTRA,59
4,20380,JAMNER,MAIZE,2016,MAY,1013,1325,1384,1348,2016-05,JALGAON,MAHARASHTRA,59
4,37089,KALAMB OS,MAIZE,2016,AUGUST,29,1685,1744,1703,2016-08,OSMANABAD,MAHARASHTRA,59
4,39961,INDAPUR NIMGAON KETKI,MAIZE,2016,APRIL,940,1436,1495,1484,2016-04,PUNE,MAHARASHTRA,59
7,15231,SAVALI,PADDYUNHUSKED,2016,AUGUST,2020,2332,2391,2361,2016-08,CHANDRAPUR,MAHARASHTRA,59
7,17827,ARMORI,PADDYUNHUSKED,2016,OCTOBER,2835,1832,1891,1861,2016-10,GADCHIROLI,MAHARASHTRA,59
11,58956,PUSAD,SESAMUM,2016,JULY,18,5901,5960,5960,2016-07,YEWATMAL,MAHARASHTRA,59
12,10155,AMBEJOGAI,SORGUMJAWAR,2016,APRIL,171,1764,1823,1788,2016-04,BEED,MAHARASHTRA,59
12,10286,PARLIVAIJNATH,SORGUMJAWAR,2016,APRIL,1036,1575,1634,1593,2016-04,BEED,MAHARASHTRA,59
12,17455,DONDAICHASINDKHEDA,SORGUMJAWAR,2016,SEPTEMBER,27,1689,1748,1724,2016-09,DHULE,MAHARASHTRA,59
12,24677,AURAD SHAHAJANI,SORGUMJAWAR,2016,JANUARY,163,1425,1484,1455,2016-01,LATUR,MAHARASHTRA,59
12,24706,CHAKUR,SORGUMJAWAR,2016,JANUARY,22,1863,1922,1863,2016-01,LATUR,MAHARASHTRA,59
17,7878,DHAMANGAONRLY,WHEATHUSKED,2016,SEPTEMBER,500,1704,1763,1732,2016-09,AMARAVATHI,MAHARASHTRA,59
17,28687,KATOL,WHEATHUSKED,2016,JANUARY,1051,1568,1627,1597,2016-01,NAGPUR,MAHARASHTRA,59
17,32063,NANDED,WHEATHUSKED,2016,JUNE,213,1640,1699,1658,2016-06,NANDED,MAHARASHTRA,59
0,8164,GANGAPUR,BAJRI,2015,AUGUST,106,1417,1476,1460,2015-08,AURANGABAD,MAHARASHTRA,59
0,10706,AMBEJOGAI,BAJRI,2015,JANUARY,13,1586,1645,1615,2015-01,BEED,MAHARASHTRA,59
2,18512,JAWALABAJAR,COTTON,2015,NOVEMBER,1564,4094,4153,4140,2015-11,HINGOLI,MAHARASHTRA,59
4,3775,SANGAMNER,MAIZE,2015,OCTOBER,125,1355,1414,1390,2015-10,AHMADNAGAR,MAHARASHTRA,59
4,11898,KEJ,MAIZE,2015,SEPTEMBER,6,1572,1631,1572,2015-09,BEED,MAHARASHTRA,59
4,33150,SHAHADA,MAIZE,2015,MARCH,22,1171,1230,1171,2015-03,NANDURBAR,MAHARASHTRA,59
7,12426,LAKHANDUR,PADDYUNHUSKED,2015,OCTOBER,3456,1503,1562,1536,2015-10,BHANDARA,MAHARASHTRA,59
7,51747,BARSHI,PADDYUNHUSKED,2015,FEBRUARY,46,1441,1500,1441,2015-02,SOLAPUR,MAHARASHTRA,59
8,33154,SHAHADA,PIGEON PEA TUR,2015,MARCH,24,4611,4670,4644,2015-03,NANDURBAR,MAHARASHTRA,59
12,3772,SANGAMNER,SORGUMJAWAR,2015,OCTOBER,220,1621,1680,1651,2015-10,AHMADNAGAR,MAHARASHTRA,59
12,4597,TELHARA,SORGUMJAWAR,2015,AUGUST,420,1134,1193,1162,2015-08,AKOLA,MAHARASHTRA,59
12,20080,BHUSAVAL,SORGUMJAWAR,2015,MARCH,177,1234,1293,1249,2015-03,JALGAON,MAHARASHTRA,59
12,37874,TULJAPUR,SORGUMJAWAR,2015,JUNE,99,1069,1128,1120,2015-06,OSMANABAD,MAHARASHTRA,59
17,1866,NEWASA,WHEATHUSKED,2015,JULY,163,1458,1517,1475,2015-07,AHMADNAGAR,MAHARASHTRA,59
17,1888,RAHATA,WHEATHUSKED,2015,JULY,740,1441,1500,1465,2015-07,AHMADNAGAR,MAHARASHTRA,59
17,58880,YEOTMAL,WHEATHUSKED,2015,JANUARY,137,1454,1513,1482,2015-01,YEWATMAL,MAHARASHTRA,59
0,3643,RAHATA,BAJRI,2014,OCTOBER,31,1360,1419,1395,2014-10,AHMADNAGAR,MAHARASHTRA,59
0,54026,AKKOLKOT,BAJRI,2014,OCTOBER,262,1370,1429,1408,2014-10,SOLAPUR,MAHARASHTRA,59
2,21521,PARTUR,COTTON,2014,DECEMBER,71461,3987,4046,4013,2014-12,JALNA,MAHARASHTRA,59
7,17949,ARJUNI MORGAON,PADDYUNHUSKED,2014,NOVEMBER,6293,1465,1524,1494,2014-11,GONDIYA,MAHARASHTRA,59
11,38207,MURUM,SESAMUM,2014,NOVEMBER,20,9117,9176,9146,2014-11,OSMANABAD,MAHARASHTRA,59
12,4127,RAHATA,SORGUMJAWAR,2014,SEPTEMBER,45,1381,1440,1382,2014-09,AHMADNAGAR,MAHARASHTRA,59
0,1490,NEWASA,BAJRI,2016,JANUARY,14,1392,1450,1417,2016-01,AHMADNAGAR,MAHARASHTRA,58
2,59795,PARBHANI,COTTON,2016,NOVEMBER,5635,5073,5131,5115,2016-11,PARBHANI,MAHARASHTRA,58
2,59813,ARVI,COTTON,2016,NOVEMBER,64686,4929,4987,4961,2016-11,WARDHA,MAHARASHTRA,58
4,33584,LASALGAONNIPHAD,MAIZE,2016,APRIL,741,1360,1418,1400,2016-04,NASIK,MAHARASHTRA,58
4,34988,MANMAD,MAIZE,2016,JULY,23,1733,1791,1733,2016-07,NASIK,MAHARASHTRA,58
4,50846,KARMALA,MAIZE,2016,APRIL,130,1378,1436,1400,2016-04,SOLAPUR,MAHARASHTRA,58
4,51854,KARMALA,MAIZE,2016,FEBRUARY,900,1339,1397,1370,2016-02,SOLAPUR,MAHARASHTRA,58
4,54436,SOLAPUR,MAIZE,2016,OCTOBER,151,1497,1555,1538,2016-10,SOLAPUR,MAHARASHTRA,58
4,61523,RAVERSAWADA,MAIZE,2016,NOVEMBER,100,925,983,950,2016-11,JALGAON,MAHARASHTRA,58
7,52080,BARSHI,PADDYUNHUSKED,2016,JANUARY,318,1583,1641,1632,2016-01,SOLAPUR,MAHARASHTRA,58
8,35517,NAMPUR,PIGEON PEA TUR,2016,MARCH,7,4976,5034,5034,2016-03,NASIK,MAHARASHTRA,58
10,11173,GEVRAI,SAFFLOWER,2016,MARCH,41,2154,2212,2194,2016-03,BEED,MAHARASHTRA,58
12,1869,NEWASA,SORGUMJAWAR,2016,JULY,31,1625,1683,1646,2016-07,AHMADNAGAR,MAHARASHTRA,58
12,10698,PARLIVAIJNATH,SORGUMJAWAR,2016,FEBRUARY,1538,1637,1695,1675,2016-02,BEED,MAHARASHTRA,58
12,14703,MEHKAR,SORGUMJAWAR,2016,OCTOBER,104,1624,1682,1646,2016-10,BULDHANA,MAHARASHTRA,58
12,18991,JALGAON,SORGUMJAWAR,2016,AUGUST,455,1672,1730,1707,2016-08,JALGAON,MAHARASHTRA,58
12,21118,JALGAONMASAWAT,SORGUMJAWAR,2016,SEPTEMBER,141,1479,1537,1499,2016-09,JALGAON,MAHARASHTRA,58
16,13796,KHAMGAON,SUNFLOWER,2016,JUNE,268,3172,3230,3197,2016-06,BULDHANA,MAHARASHTRA,58
17,7895,MORSHI,WHEATHUSKED,2016,SEPTEMBER,600,1679,1737,1714,2016-09,AMARAVATHI,MAHARASHTRA,58
17,20079,BHUSAVAL,WHEATHUSKED,2016,MARCH,59,1446,1504,1479,2016-03,JALGAON,MAHARASHTRA,58
17,52854,DUDHANI,WHEATHUSKED,2016,JUNE,34,1893,1951,1951,2016-06,SOLAPUR,MAHARASHTRA,58
17,60987,KURDWADIMODNIMB,WHEATHUSKED,2016,NOVEMBER,4813,1315,1373,1338,2016-11,SOLAPUR,MAHARASHTRA,58
17,61498,CHOPDA,WHEATHUSKED,2016,NOVEMBER,50,1743,1801,1800,2016-11,JALGAON,MAHARASHTRA,58
0,12819,NANDURA,BAJRI,2015,AUGUST,9,1114,1172,1172,2015-08,BULDHANA,MAHARASHTRA,58
0,50301,VADUJ,BAJRI,2015,OCTOBER,245,1400,1458,1517,2015-10,SATARA,MAHARASHTRA,58
2,39532,SAILU,COTTON,2015,NOVEMBER,18700,4132,4190,4165,2015-11,PARBHANI,MAHARASHTRA,58
4,19695,AMALNER,MAIZE,2015,JULY,227,1257,1315,1307,2015-07,JALGAON,MAHARASHTRA,58
4,35618,SATANA,MAIZE,2015,MARCH,3340,1279,1337,1316,2015-03,NASIK,MAHARASHTRA,58
4,36954,KALAMB OS,MAIZE,2015,APRIL,136,1188,1246,1223,2015-04,OSMANABAD,MAHARASHTRA,58
4,37468,TULJAPUR,MAIZE,2015,FEBRUARY,280,1152,1210,1181,2015-02,OSMANABAD,MAHARASHTRA,58
4,47571,SANGALI,MAIZE,2015,MARCH,6238,1334,1392,1363,2015-03,SANGLI,MAHARASHTRA,58
4,49532,LONAND,MAIZE,2015,MARCH,104,1330,1388,1350,2015-03,SATARA,MAHARASHTRA,58
4,50913,MOHOL,MAIZE,2015,APRIL,310,1253,1311,1287,2015-04,SOLAPUR,MAHARASHTRA,58
7,17935,AAMGAON,PADDYUNHUSKED,2015,MAY,3688,1367,1425,1402,2015-05,GONDIYA,MAHARASHTRA,58
7,35940,GHOTI,PADDYUNHUSKED,2015,NOVEMBER,6564,1749,1807,1778,2015-11,NASIK,MAHARASHTRA,58
12,17726,AHERI,SORGUMJAWAR,2015,MARCH,491,1342,1400,1379,2015-03,GADCHIROLI,MAHARASHTRA,58
17,5418,MURTIZAPUR,WHEATHUSKED,2015,SEPTEMBER,1215,1396,1454,1434,2015-09,AKOLA,MAHARASHTRA,58
17,38927,PARBHANI,WHEATHUSKED,2015,FEBRUARY,155,1464,1522,1492,2015-02,PARBHANI,MAHARASHTRA,58
4,11828,GEVRAI,MAIZE,2014,SEPTEMBER,9,1168,1226,1177,2014-09,BEED,MAHARASHTRA,58
17,38268,UMARGA,WHEATHUSKED,2014,NOVEMBER,97,1416,1474,1441,2014-11,OSMANABAD,MAHARASHTRA,58
0,11746,PARLIVAIJNATH,BAJRI,2016,OCTOBER,233,1182,1239,1204,2016-10,BEED,MAHARASHTRA,57
0,21860,BHOKARDAN,BAJRI,2016,JUNE,28,1433,1490,1475,2016-06,JALNA,MAHARASHTRA,57
4,1051,AHMEDNAGAR,MAIZE,2016,FEBRUARY,567,1431,1488,1461,2016-02,AHMADNAGAR,MAHARASHTRA,57
4,8581,SOYGAON,MAIZE,2016,FEBRUARY,3057,1308,1365,1335,2016-02,AURANGABAD,MAHARASHTRA,57
4,10750,GEVRAI,MAIZE,2016,JANUARY,345,1304,1361,1351,2016-01,BEED,MAHARASHTRA,57
4,34300,CHANDVAD,MAIZE,2016,FEBRUARY,344,1356,1413,1388,2016-02,NASIK,MAHARASHTRA,57
4,48718,LONAND,MAIZE,2016,FEBRUARY,84,1431,1488,1463,2016-02,SATARA,MAHARASHTRA,57
4,52206,KURDWADI,MAIZE,2016,JANUARY,73,1468,1525,1483,2016-01,SOLAPUR,MAHARASHTRA,57
4,60915,MOHOL,MAIZE,2016,NOVEMBER,882,1219,1276,1246,2016-11,SOLAPUR,MAHARASHTRA,57
7,16226,GONDPIMPRI,PADDYUNHUSKED,2016,SEPTEMBER,2108,2423,2480,2455,2016-09,CHANDRAPUR,MAHARASHTRA,57
7,54114,BARSHI,PADDYUNHUSKED,2016,OCTOBER,395,1732,1789,1781,2016-10,SOLAPUR,MAHARASHTRA,57
10,9456,VAIJAPUR,SAFFLOWER,2016,MAY,14,2814,2871,2871,2016-05,AURANGABAD,MAHARASHTRA,57
12,19307,BHUSAVAL,SORGUMJAWAR,2016,FEBRUARY,181,1255,1312,1280,2016-02,JALGAON,MAHARASHTRA,57
12,20081,BHUSAVAL,SORGUMJAWAR,2016,MARCH,211,1377,1434,1409,2016-03,JALGAON,MAHARASHTRA,57
12,21640,PARTUR,SORGUMJAWAR,2016,FEBRUARY,828,1575,1632,1604,2016-02,JALNA,MAHARASHTRA,57
12,32065,NANDED,SORGUMJAWAR,2016,JUNE,731,1377,1434,1405,2016-06,NANDED,MAHARASHTRA,57
12,58013,MANGRULPEER,SORGUMJAWAR,2016,MAY,33,1259,1316,1316,2016-05,WASIM,MAHARASHTRA,57
12,60575,KATOL,SORGUMJAWAR,2016,NOVEMBER,182,1194,1251,1218,2016-11,NAGPUR,MAHARASHTRA,57
17,2095,SHRIRAMPURBELAPUR,WHEATHUSKED,2016,JULY,63,1593,1650,1621,2016-07,AHMADNAGAR,MAHARASHTRA,57
17,25456,AHMEDPUR,WHEATHUSKED,2016,SEPTEMBER,119,1395,1452,1424,2016-09,LATUR,MAHARASHTRA,57
17,38686,PURNA,WHEATHUSKED,2016,APRIL,54,1571,1628,1607,2016-04,PARBHANI,MAHARASHTRA,57
17,59737,YEOTMAL,WHEATHUSKED,2016,SEPTEMBER,217,1652,1709,1684,2016-09,YEWATMAL,MAHARASHTRA,57
0,54426,SOLAPUR,BAJRI,2015,OCTOBER,43,1472,1529,1505,2015-10,SOLAPUR,MAHARASHTRA,57
2,6385,CHANDUR RLY,COTTON,2015,JANUARY,15872,3950,4007,3977,2015-01,AMARAVATHI,MAHARASHTRA,57
2,11485,KILLE DHARUR,COTTON,2015,NOVEMBER,25874,4158,4215,4188,2015-11,BEED,MAHARASHTRA,57
2,56970,ARVI,COTTON,2015,FEBRUARY,162966,3878,3935,3907,2015-02,WARDHA,MAHARASHTRA,57
2,57343,ARVI,COTTON,2015,OCTOBER,12499,4256,4313,4287,2015-10,WARDHA,MAHARASHTRA,57
4,8423,SOYGAON,MAIZE,2015,DECEMBER,2616,1330,1387,1363,2015-12,AURANGABAD,MAHARASHTRA,57
4,44213,INDAPUR NIMGAON KETKI,MAIZE,2015,NOVEMBER,1276,1472,1529,1518,2015-11,PUNE,MAHARASHTRA,57
7,17875,ARJUNI MORGAON,PADDYUNHUSKED,2015,AUGUST,1077,1551,1608,1600,2015-08,GONDIYA,MAHARASHTRA,57
7,17899,AAMGAON,PADDYUNHUSKED,2015,JANUARY,16775,1505,1562,1533,2015-01,GONDIYA,MAHARASHTRA,57
12,16897,SAKRI,SORGUMJAWAR,2015,JUNE,15,1094,1151,1126,2015-06,DHULE,MAHARASHTRA,57
17,28358,KATOL,WHEATHUSKED,2015,FEBRUARY,879,1481,1538,1509,2015-02,NAGPUR,MAHARASHTRA,57
17,35500,MANMAD,WHEATHUSKED,2015,MARCH,66,1493,1550,1509,2015-03,NASIK,MAHARASHTRA,57
0,11744,PARLIVAIJNATH,BAJRI,2014,OCTOBER,110,1641,1698,1661,2014-10,BEED,MAHARASHTRA,57
0,38187,MURUM,BAJRI,2014,NOVEMBER,314,1468,1525,1495,2014-11,OSMANABAD,MAHARASHTRA,57
2,5234,TELHARA,COTTON,2014,NOVEMBER,19010,3608,3665,3631,2014-11,AKOLA,MAHARASHTRA,57
4,38274,UMARGA,MAIZE,2014,NOVEMBER,52,1142,1199,1153,2014-11,OSMANABAD,MAHARASHTRA,57
17,39843,SAILU,WHEATHUSKED,2014,SEPTEMBER,347,1512,1569,1523,2014-09,PARBHANI,MAHARASHTRA,57
0,16699,DONDAICHASINDKHEDA,BAJRI,2016,JANUARY,306,1321,1377,1343,2016-01,DHULE,MAHARASHTRA,56
4,5166,TELHARA,MAIZE,2016,MAY,425,1267,1323,1295,2016-05,AKOLA,MAHARASHTRA,56
4,10259,KILLE DHARUR,MAIZE,2016,APRIL,30,1489,1545,1532,2016-04,BEED,MAHARASHTRA,56
4,21324,BHOKARDANPIMPALGAON RENU,MAIZE,2016,AUGUST,105,1600,1656,1630,2016-08,JALNA,MAHARASHTRA,56
4,33012,DHADGAON,MAIZE,2016,JUNE,98,1267,1323,1299,2016-06,NANDURBAR,MAHARASHTRA,56
4,34558,SINNER,MAIZE,2016,FEBRUARY,492,1381,1437,1416,2016-02,NASIK,MAHARASHTRA,56
4,52869,KARMALA,MAIZE,2016,JUNE,176,1582,1638,1624,2016-06,SOLAPUR,MAHARASHTRA,56
7,16237,SAVALI,PADDYUNHUSKED,2016,SEPTEMBER,5149,2399,2455,2427,2016-09,CHANDRAPUR,MAHARASHTRA,56
9,41395,INDAPURBHIGWAN,RICEPADDYHUS,2016,FEBRUARY,94,1550,1606,1595,2016-02,PUNE,MAHARASHTRA,56
12,57837,WASHIMANSING,SORGUMJAWAR,2016,JULY,9,1271,1327,1289,2016-07,WASIM,MAHARASHTRA,56
